id,SalePrice
1461,122340.08841985674
1462,159910.29047692797
1463,174848.81025937397
1464,198022.82342904396
1465,197038.8864372902
1466,172085.84074581665
1467,172983.54437548335
1468,163361.25602261128
1469,185470.57746173575
1470,119026.21160709858
1471,194515.1673305375
1472,98388.26790660618
1473,99639.47377094012
1474,150347.78268570284
1475,117417.67825108368
1476,359093.47864422307
1477,249713.4315679901
1478,278566.95302587084
1479,268750.59697865724
1480,502593.9285074674
1481,330675.93096341484
1482,209367.26557347257
1483,175952.3561730982
1484,161772.59646451444
1485,181719.81752776427
1486,195675.71885636792
1487,319704.16255056974
1488,236859.8647542625
1489,191208.82342699444
1490,224731.16316253884
1491,193940.33763235627
1492,93083.48131794606
1493,174235.64342611365
1494,288739.8706829183
1495,295145.1323648182
1496,228141.428110575
1497,177971.1236710789
1498,165480.72749375037
1499,159343.61145860277
1500,157417.21673571435
1501,178133.62758360562
1502,147655.19177445752
1503,280289.88457553025
1504,245131.0689827975
1505,226379.72520239846
1506,190088.09787045437
1507,251322.99904613706
1508,198841.81065150554
1509,162621.1290242334
1510,144160.37849473782
1511,147758.21667316472
1512,174404.45303265302
1513,142621.14064584853
1514,147529.71967437502
1515,192081.4416628273
1516,153667.47492038735
1517,161080.7186380653
1518,133756.36588758414
1519,210687.9620455892
1520,132717.98603057407
1521,135358.53863942475
1522,178203.0655024952
1523,111484.89656886895
1524,127015.06371971937
1525,124890.11012791315
1526,115260.41402859018
1527,106806.50932866373
1528,141320.27276070486
1529,147509.96425041364
1530,184352.18990237603
1531,109188.81416577994
1532,97144.76179711349
1533,144764.91521495543
1534,120970.91219482808
1535,147331.5419611336
1536,109570.21245973323
1537,54641.11614698602
1538,158108.2899769649
1539,198081.60132028422
1540,88920.89265577786
1541,139945.9832746354
1542,137931.9167293801
1543,197298.2053784332
1544,83706.24674329604
1545,114724.6732625705
1546,128265.68409929244
1547,136489.70131003676
1548,130923.04906445385
1549,119042.95176179668
1550,130831.79437373788
1551,107550.41745800826
1552,132521.89321754593
1553,147809.17087678207
1554,119109.15286698437
1555,157934.40646635968
1556,84139.59188384574
1557,105077.84514115914
1558,102309.2275505022
1559,75703.3414137949
1560,126403.10493798775
1561,119418.48088503255
1562,126939.51183529125
1563,121974.93420869758
1564,154530.87312863403
