id,SalePrice
1461,120052.00235176437
1462,159920.47548219882
1463,176712.30906355847
1464,198035.36185373986
1465,197880.18256378427
1466,173420.90033899742
1467,173368.04002737682
1468,163861.33047433448
1469,185839.86758231316
1470,119149.34767687511
1471,193992.41593549534
1472,98696.93610990566
1473,99609.67648108135
1474,149450.46866279183
1475,116112.70949086825
1476,357037.1773798041
1477,248608.02633227236
1478,276680.5178631664
1479,269021.427979748
1480,504212.4578876715
1481,332899.14518160926
1482,210062.08967804152
1483,175734.65521224923
1484,162825.5672322014
1485,181343.6188451927
1486,195850.5775654954
1487,319243.91502419114
1488,236843.34644447395
1489,190700.79106474222
1490,225222.52204397472
1491,194694.37945828805
1492,91573.39061540039
1493,174529.11623025226
1494,288689.9610995705
1495,293190.0694584661
1496,231408.6031191023
1497,179151.63282382008
1498,166781.6476834655
1499,160613.1505834394
1500,157690.9588641754
1501,178560.90338501058
1502,148283.4083123849
1503,278156.76290024805
1504,245695.9802964212
1505,226842.61460599757
1506,189345.9482083579
1507,253611.90316610795
1508,197389.6612517737
1509,162904.70559773885
1510,144347.01031480788
1511,147877.20019888988
1512,174442.35090782432
1513,143511.75414653379
1514,148288.30176381255
1515,193932.22556658761
1516,152753.19133413676
1517,162624.3766302207
1518,132839.73193529565
1519,210340.0520882216
1520,132872.95373971236
1521,135043.15293720254
1522,178337.53016593278
1523,111814.33268456264
1524,126345.16651227867
1525,123723.96523284753
1526,115562.79456419163
1527,105990.6612516206
1528,141585.71695199306
1529,147785.4970521446
1530,185883.29562660443
1531,107930.41504731809
1532,97633.75957652072
1533,144219.9184995293
1534,121741.11908085346
1535,146426.36503153836
1536,109054.55176572378
1537,53840.16985652906
1538,154957.17058039468
1539,198505.00072200602
1540,88296.27144072723
1541,138927.47548140632
1542,138708.1981612842
1543,196653.0383175121
1544,82987.83126159453
1545,115075.51226946311
1546,129286.58250640864
1547,135446.95736384
1548,130965.75065040072
1549,120404.57548677501
1550,131173.25118163205
