id,SalePrice
1461,2085.9124170146097
1462,4299.040296053106
1463,2070.8531689432857
1464,4658.833340197569
1465,1370.2350047514483
1466,794.7549488398072
1467,564.3805050432566
1468,1054.4171535090718
1469,2628.7667682197352
1470,170.28541707152908
1471,1113.146950262104
1472,2361.727879726983
1473,190.45875273925776
1474,1703.4940398467006
1475,2573.615059296877
1476,5631.535675032414
1477,1784.0419921481225
1478,3223.0325856203563
1479,1318.414520940627
1480,3159.7211327026016
1481,5379.85416209721
1482,1123.2621372741996
1483,3054.705972646654
1484,842.739017027372
1485,2646.3214144936064
1486,1636.2663204997953
1487,550.5957620207337
1488,3032.8191019156075
1489,1507.7637738099147
1490,5585.33565946357
1491,1173.8689551878488
1492,658.8035727506649
1493,402.3813811010623
1494,4981.70021009061
1495,1841.0651063094847
1496,1993.218802011601
1497,562.8956070832792
1498,3351.4801144294033
1499,2728.906647993659
1500,1300.5287091682549
1501,737.8934491874825
1502,2366.4662274418224
1503,3621.580223123776
1504,3185.8373960976314
1505,2931.397814697848
1506,3412.2101670623815
1507,2349.834601685405
1508,999.9349154784577
1509,1152.82320832627
1510,466.7852642899961
1511,643.1616852664738
1512,778.4750213815714
1513,1393.867653940979
1514,642.0483187775535
1515,137.0467878545751
1516,1567.6269856669533
1517,3225.8161033894576
1518,1645.157247737283
1519,3788.8709424240224
1520,1176.2945072048751
1521,2094.510122787964
1522,3266.016838903597
1523,2207.4823232344934
1524,1545.9912516234035
1525,1308.6240929159976
1526,2207.3119610585272
1527,682.7267006462207
1528,481.17469837443787
1529,1951.8535456981044
1530,4957.49537271203
1531,1764.7149771296972
1532,2126.4898535037646
1533,2038.7778070948552
1534,508.2491675578058
1535,2679.650953879929
1536,1750.6306337393762
1537,1585.3613672503125
1538,12052.899388219143
1539,351.6495312549232
1540,1164.1644624791224
1541,1526.469782244967
1542,141.57751749173622
1543,10533.376640386647
1544,2678.5277873386367
1545,35.89477546310809
1546,2312.5834458140307
1547,60.623276351281675
1548,1064.9545857982303
1549,2497.0877318775892
1550,868.0772760426335
1551,2165.1349660384294
1552,1835.8747794273368
1553,2151.306318869232
1554,662.3908292105771
1555,131.48092214210192
1556,1055.8559463278507
1557,284.76539773802506
1558,854.370569078761
1559,42.40429307727027
1560,307.62397675395187
1561,732.8512942131056
1562,116.66184146779415
1563,717.8654760332283
1564,745.9645652289037
1565,1094.2535052858002
1566,497.75136616959935
1567,2095.9218551907397
1568,3428.510384237161
1569,886.4278471193975
1570,491.0986531591625
1571,2188.723991588995
1572,927.3297221286339
1573,3956.743263254408
1574,6536.76272835194
1575,1466.290464663558
1576,13627.391900092189
1577,3584.3791540590464
1578,3697.0582375281083
1579,368.10841888416326
1580,1728.2296190675988
1581,2903.50728248668
1582,673.1685167571413
1583,6097.248685826024
1584,2829.6525164298073
1585,1212.7965108535718
1586,1690.3300565860263
1587,1908.0399227175076
1588,1168.7225159398513
1589,1823.0396220776747
1590,1309.1353335953027
1591,3159.657606594483
1592,985.1982992289559
1593,2603.0129039909953
1594,111.13507147724158
1595,101.30899677866546
1596,4347.1097892719845
1597,3859.241969644907
1598,7332.61138662271
1599,3543.784339291102
1600,2841.7902519877243
1601,781.4498445652134
1602,1614.2977127495833
1603,110.99911196790345
1604,1836.8669023746043
1605,1396.709673074627
1606,1224.4267545288312
1607,2331.4155940088094
1608,5144.3770381492795
1609,2294.347064224188
1610,321.83115413118503
1611,1485.6296569392143
1612,2840.4476234588947
1613,1052.2774744953203
1614,260.718811653147
1615,577.0542772075569
1616,34.09281606558943
1617,44.59542106834124
1618,615.3439715076674
1619,34.36743295847555
1620,5367.731134041416
1621,516.9019251607242
1622,68.63660327062826
1623,1144.6832623676746
1624,436.160273464222
1625,4418.159038148064
1626,3586.2344700147514
1627,3231.5582977358717
1628,1620.7316085350467
1629,946.7447110537614
1630,4178.009846146335
1631,7413.895946677774
1632,4279.747082049784
1633,667.1159314064716
1634,2406.165673860465
1635,1865.6130531536764
1636,813.3436023255053
1637,5665.278256122692
1638,4586.039852551126
1639,2168.8431057580165
1640,6101.202583887585
1641,521.4883704785607
1642,184.85997922121896
1643,1796.805413516442
1644,3046.298891310056
1645,6897.148280977242
1646,1425.8873435432615
1647,389.86181922318065
1648,1068.0632314547984
1649,1173.2436517927854
1650,435.64642517460743
1651,84.19693149659724
1652,2058.933228550508
1653,2456.3468002782756
1654,2825.9531575235596
1655,3687.353137222526
1656,1604.9034535599349
1657,2596.8851766473963
1658,1257.988989814825
1659,4266.1037546387815
1660,980.3987828714307
1661,3623.3549483908573
1662,2644.0253020437667
1663,2404.1763408863335
1664,18721.455042080255
1665,6693.157177383662
1666,779.2271512344014
1667,12068.809121397906
1668,452.3937741071568
1669,2989.258891868638
1670,12781.647353612643
1671,24.229121008887887
1672,2604.1152134217555
1673,539.8585688128951
