SalePrice,id
119959.23367559796,1461
151482.6140412377,1462
180201.1182456999,1463
197514.82339287575,1464
202435.46889784464,1465
170554.45264009267,1466
179792.28317937127,1467
159786.04071092414,1468
196124.61955199367,1469
118849.20525188996,1470
188061.71069232706,1471
98874.26980365303,1472
95138.25357927423,1473
143651.30729866118,1474
107788.75061856727,1475
353638.1431407142,1476
246594.43254590454,1477
299793.59953218675,1478
300046.42023701995,1479
468169.97523718915,1480
321388.8400056051,1481
213626.1489355011,1482
181178.62111731645,1483
160707.81008224108,1484
197392.8865933068,1485
194937.77445382578,1486
335954.9198614196,1487
238785.1558022594,1488
189500.21625769898,1489
239798.66074396475,1490
196907.45331146306,1491
92670.85291316852,1492
190784.60201856308,1493
295743.46100127266,1494
288783.6564150114,1495
234248.4455973139,1496
179731.897692883,1497
171646.390960325,1498
165691.54066568392,1499
158407.51838204678,1500
172991.48452029494,1501
145807.360643125,1502
285955.0167311503,1503
241976.99257045277,1504
225727.14237070543,1505
187589.53061179878,1506
244002.25538637594,1507
201685.5094033788,1508
161701.54153829778,1509
142587.44520450322,1510
150708.87960260705,1511
177473.4017816557,1512
153713.66840332837,1513
154168.90746618962,1514
192749.02547714586,1515
155723.99838380844,1516
171601.90062886768,1517
131337.03452069848,1518
209173.4994610893,1519
125479.57371170659,1520
128980.30256278165,1521
179319.64370555407,1522
110060.92754034465,1523
126801.66325184776,1524
117885.29732852195,1525
110336.76308591345,1526
109264.02010869594,1527
140139.25889165702,1528
149755.0768021492,1529
187504.80580549082,1530
107039.82509138431,1531
98599.05684863465,1532
145728.47308955528,1533
127755.25469745134,1534
146881.02121921527,1535
107061.1349455286,1536
61371.371803501956,1537
147901.28156715477,1538
194948.62671521681,1539
98418.91110615525,1540
137951.0466785788,1541
140329.391458661,1542
178440.63756684196,1543
88908.58931181965,1544
118531.03120981956,1545
138919.3663361175,1546
128139.74309420836,1547
142760.79441940188,1548
123916.70222187958,1549
133389.37105648444,1550
106602.07149230498,1551
133273.4270122484,1552
145111.39683999837,1553
116067.23100733796,1554
158657.93226600005,1555
86637.64148259778,1556
105269.32949364088,1557
102074.61520966912,1558
63814.60659944367,1559
134649.13594890587,1560
125799.97981810683,1561
131031.86513246338,1562
117680.20589441169,1563
154206.77029860223,1564
150892.40611205823,1565
239164.81548670545,1566
77679.97626209183,1567
232878.39778311396,1568
124228.07650926357,1569
141736.11947643835,1570
123612.15160320852,1571
140149.93145570735,1572
228538.74110440185,1573
119907.74377621461,1574
229504.1506639108,1575
250118.58412144202,1576
178039.647364551,1577
150476.37589702354,1578
143380.507399231,1579
197272.89248790458,1580
156303.48643870917,1581
124485.68650349873,1582
282176.20064164035,1583
216048.82125906416,1584
133838.3743277692,1585
64044.18503724696,1586
107182.73390964375,1587
151703.40929103465,1588
96467.62933411114,1589
133280.15064107766,1590
89610.56409533478,1591
115188.5949279731,1592
126193.92724811676,1593
122740.51750964031,1594
106236.72857920597,1595
214983.473979683,1596
196103.51173817494,1597
233247.5502008177,1598
166965.50476474076,1599
158621.46269759184,1600
66602.61007204393,1601
118612.36184224862,1602
70793.61749389842,1603
256727.5926404028,1604
241397.16861479345,1605
168357.110601795,1606
177799.9652777231,1607
216348.22046137782,1608
180674.31612675503,1609
151484.42903856596,1610
137758.8922111931,1611
173327.86380727327,1612
165116.8467765735,1613
129954.47473427173,1614
96442.21013905006,1615
79755.795636186,1616
95856.30728934819,1617
125122.41062276723,1618
138671.61100421954,1619
146920.4262893998,1620
138712.77649822854,1621
143658.37060356635,1622
258021.3980279848,1623
209067.85579747372,1624
117889.1867122682,1625
173141.44645444234,1626
192793.12437003624,1627
282314.1064422617,1628
184140.01411710115,1629
342628.68902917067,1630
232773.2349603937,1631
247011.55408247502,1632
178443.25858893845,1633
184625.59730917172,1634
174270.6078988203,1635
152514.21210757998,1636
200570.138645588,1637
177518.67826279768,1638
192763.52969765506,1639
249923.68224874744,1640
184303.96964419528,1641
244898.75487782666,1642
210501.00206605432,1643
235869.614349105,1644
196655.85697823978,1645
158881.36753792095,1646
161134.41983602187,1647
128651.99814948923,1648
141178.24924304217,1649
112769.9525792716,1650
120842.17201963406,1651
98517.6416431348,1652
101155.7419123727,1653
142619.80003845695,1654
131560.03408991874,1655
138709.42049400936,1656
145419.17429255997,1657
143298.62214230836,1658
114912.05516345511,1659
156594.32868569705,1660
411594.00112455525,1661
396439.85173520143,1662
372080.02456427016,1663
477000.4121792988,1664
309112.9264701061,1665
338365.04114855785,1666
383942.57026749034,1667
354254.438826231,1668
318963.2147508646,1669
351882.3179968601,1670
262547.7918206717,1671
412244.8608879966,1672
286223.4964805531,1673
239286.04599297832,1674
197845.64072790236,1675
196586.34201163912,1676
218944.0371259745,1677
435301.3951604377,1678
387734.3660607415,1679
325083.40251398383,1680
250725.11470692465,1681
322499.3081958904,1682
184508.12540428297,1683
176721.99719655793,1684
176342.12979371994,1685
167147.98779101373,1686
177534.698840854,1687
189330.24104855896,1688
195776.47724100947,1689
199186.85434561668,1690
190066.62675015337,1691
267656.3421393135,1692
173171.1762056839,1693
183850.72479407306,1694
169601.298344808,1695
260472.0940728838,1696
174897.71931740677,1697
341961.1847936578,1698
310270.3454050269,1699
257384.4446123408,1700
275279.2727324412,1701
235750.08696145998,1702
235931.76246374,1703
272412.0387747507,1704
242726.9976878178,1705
333216.55824374757,1706
211220.97145211132,1707
201184.19308579667,1708
261543.38607834934,1709
218131.2999064182,1710
278757.5352589575,1711
247684.0325202897,1712
278227.0098885622,1713
222476.245141447,1714
210089.54326483392,1715
183432.63678700244,1716
178443.04767176334,1717
137171.64555851082,1718
211224.10664465075,1719
242491.38394271274,1720
163641.043909784,1721
125800.69519266112,1722
155925.0911955036,1723
202071.6103028581,1724
236974.22954261678,1725
187161.06200147799,1726
151058.05379532592,1727
175723.48958038847,1728
169676.50173739175,1729
158886.01218852427,1730
119941.66057567467,1731
123944.25468027356,1732
112869.95683566805,1733
121780.95543880782,1734
124863.5132807196,1735
105853.20675709394,1736
294174.81141708395,1737
259083.90195759022,1738
233922.58102234828,1739
202684.7529032771,1740
