SalePrice,id
119959.23367559796,1461
151482.6140412377,1462
180201.11824569962,1463
197514.8233928754,1464
202435.4688978432,1465
170554.45264009267,1466
179792.28317937063,1467
159786.04071092443,1468
196124.61955199367,1469
118849.20525188974,1470
188061.7106923267,1471
98874.26980365286,1472
95138.2535792739,1473
143651.30729866118,1474
107788.75061856727,1475
353638.14314071357,1476
246594.43254590454,1477
299793.59953218675,1478
300046.42023701995,1479
468169.97523718997,1480
321388.84000560566,1481
213626.14893550152,1482
181178.6211173158,1483
160707.81008224137,1484
197392.8865933068,1485
194937.77445382543,1486
335954.9198614196,1487
238785.1558022594,1488
189500.2162576983,1489
239798.6607439643,1490
196907.45331146306,1491
92670.85291316852,1492
190784.60201856308,1493
295743.4610012716,1494
288783.65641501034,1495
234248.4455973135,1496
179731.89769288237,1497
171646.3909603247,1498
165691.54066568392,1499
158407.51838204594,1500
172991.48452029462,1501
145807.36064312473,1502
285955.0167311503,1503
241976.99257045193,1504
225727.14237070543,1505
187589.53061179776,1506
244002.25538637466,1507
201685.50940337917,1508
161701.5415382975,1509
142587.44520450322,1510
150708.87960260652,1511
177473.40178165474,1512
153713.6684033281,1513
154168.90746618935,1514
192749.0254771455,1515
155723.99838380818,1516
171601.90062886768,1517
131337.034520698,1518
209173.4994610893,1519
125479.57371170637,1520
128980.30256278165,1521
179319.64370555407,1522
110060.92754034445,1523
126801.66325184776,1524
117885.29732852174,1525
110336.76308591364,1526
109264.02010869555,1527
140139.25889165702,1528
149755.07680214843,1529
187504.80580549117,1530
107039.82509138431,1531
98599.05684863447,1532
145728.47308955502,1533
127755.25469745134,1534
146881.021219215,1535
107061.13494552897,1536
61371.371803501854,1537
147901.2815671545,1538
194948.62671521647,1539
98418.91110615456,1540
137951.0466785788,1541
140329.39145866124,1542
178440.63756684228,1543
88908.5893118195,1544
118531.03120981935,1545
138919.366336117,1546
128139.74309420836,1547
142760.79441940188,1548
123916.70222187936,1549
133389.37105648374,1550
106602.07149230479,1551
133273.42701224744,1552
145111.39683999837,1553
116067.23100733796,1554
158657.93226599976,1555
86637.64148259809,1556
105269.32949364088,1557
102074.61520966931,1558
63814.60659944334,1559
134649.13594890537,1560
125799.97981810616,1561
131031.86513246385,1562
117680.20589441169,1563
154206.77029860223,1564
150892.40611205742,1565
239164.81548670545,1566
77679.97626209183,1567
232878.39778311356,1568
124228.07650926357,1569
141736.11947643862,1570
123612.1516032083,1571
140149.9314557071,1572
228538.74110440144,1573
119907.74377621419,1574
229504.1506639108,1575
250118.58412144159,1576
178039.64736455068,1577
150476.37589702327,1578
143380.507399231,1579
197272.89248790458,1580
156303.48643870917,1581
124485.68650349873,1582
282176.20064164035,1583
216048.82125906338,1584
133838.3743277692,1585
64044.18503724708,1586
107182.73390964375,1587
151703.40929103494,1588
96467.6293341108,1589
133280.15064107813,1590
89610.56409533478,1591
115188.5949279733,1592
126193.92724811652,1593
122740.51750963987,1594
106236.7285792054,1595
214983.473979683,1596
196103.51173817494,1597
233247.5502008177,1598
166965.50476474047,1599
158621.46269759155,1600
66602.61007204381,1601
118612.36184224862,1602
70793.61749389842,1603
256727.59264040325,1604
241397.16861479345,1605
168357.110601795,1606
177799.9652777218,1607
216348.2204613782,1608
180674.31612675503,1609
151484.4290385665,1610
137758.89221119287,1611
173327.86380727327,1612
165116.84677657322,1613
129954.47473427173,1614
96442.21013904989,1615
79755.7956361857,1616
95856.30728934819,1617
125122.41062276723,1618
138671.61100421954,1619
146920.42628939927,1620
138712.77649822805,1621
143658.37060356635,1622
258021.3980279848,1623
209067.855797473,1624
117889.18671226798,1625
173141.4464544417,1626
192793.12437003624,1627
282314.10644226073,1628
184140.0141171008,1629
342628.6890291701,1630
232773.23496039328,1631
247011.55408247458,1632
178443.25858893845,1633
184625.5973091714,1634
174270.60789881967,1635
152514.21210757943,1636
200570.13864558763,1637
177518.67826279736,1638
192763.5296976554,1639
249923.682248747,1640
184303.96964419464,1641
244898.75487782623,1642
210501.00206605432,1643
235869.6143491054,1644
196655.85697823978,1645
158881.36753792095,1646
161134.41983602158,1647
128651.998149489,1648
141178.24924304217,1649
112769.9525792712,1650
120842.17201963406,1651
98517.6416431348,1652
101155.7419123727,1653
142619.80003845668,1654
131560.03408991874,1655
138709.42049400936,1656
145419.17429255997,1657
143298.62214230836,1658
114912.0551634547,1659
156594.3286856968,1660
411594.00112455525,1661
396439.85173520003,1662
372080.0245642715,1663
477000.4121793005,1664
309112.9264701072,1665
338365.04114855785,1666
383942.57026749174,1667
354254.43882623164,1668
318963.2147508652,1669
351882.3179968607,1670
262547.7918206717,1671
412244.8608879973,1672
286223.4964805521,1673
239286.04599297917,1674
197845.6407279027,1675
196586.34201163912,1676
218944.03712597408,1677
435301.39516043843,1678
387734.3660607422,1679
325083.40251398436,1680
250725.1147069251,1681
322499.3081958904,1682
184508.12540428297,1683
176721.99719655793,1684
176342.12979371933,1685
167147.98779101315,1686
177534.698840854,1687
189330.24104855896,1688
195776.47724100947,1689
199186.85434561668,1690
190066.6267501527,1691
267656.342139314,1692
173171.1762056842,1693
183850.72479407274,1694
169601.298344808,1695
260472.09407288427,1696
174897.71931740645,1697
341961.1847936566,1698
310270.345405028,1699
257384.44461234126,1700
275279.27273244073,1701
235750.0869614604,1702
235931.76246374042,1703
272412.0387747517,1704
242726.9976878178,1705
333216.5582437469,1706
211220.97145211132,1707
201184.19308579667,1708
261543.38607834934,1709
218131.29990641857,1710
278757.53525895794,1711
247684.0325202888,1712
278227.0098885622,1713
222476.24514144662,1714
210089.54326483316,1715
183432.63678700276,1716
178443.04767176302,1717
137171.6455585106,1718
211224.10664465075,1719
242491.38394271274,1720
163641.04390978342,1721
125800.69519266089,1722
155925.09119550334,1723
202071.6103028588,1724
236974.22954261638,1725
187161.06200147799,1726
151058.05379532566,1727
175723.48958038815,1728
169676.50173739175,1729
158886.0121885237,1730
119941.66057567424,1731
123944.25468027333,1732
112869.95683566826,1733
121780.95543880782,1734
124863.51328071915,1735
105853.20675709394,1736
294174.8114170835,1737
259083.90195759022,1738
233922.58102234785,1739
202684.75290327746,1740
